state,place,year,session,commodity,area,production
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Potato,4.00,34.00
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Potato,2.00,17.00
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Potato,2.00,20.00
Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Potato,21.00,236.00
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Potato,18.00,181.00
Andhra Pradesh,ANANTAPUR,2012,Rabi       ,Potato,36.00,634.00
Andhra Pradesh,ANANTAPUR,2013,Whole Year ,Potato,82.00,1179.00
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Potato,15.00,281.00
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Potato,77.00,1442.00
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Potato,957.00,8177.00
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Potato,1024.00,9447.00
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Potato,1126.00,9776.00
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Potato,1291.00,12045.00
Andhra Pradesh,CHITTOOR,2004,Whole Year ,Potato,1892.00,18727.00
Andhra Pradesh,CHITTOOR,2005,Whole Year ,Potato,1312.00,12841.00
Andhra Pradesh,CHITTOOR,2006,Whole Year ,Potato,1429.00,12086.00
Andhra Pradesh,CHITTOOR,2008,Whole Year ,Potato,1374.00,12392.00
Andhra Pradesh,CHITTOOR,2009,Whole Year ,Potato,1402.00,12099.00
Andhra Pradesh,CHITTOOR,2010,Whole Year ,Potato,1138.00,10817.00
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Potato,1151.00,15206.00
Andhra Pradesh,CHITTOOR,2012,Kharif     ,Potato,240.00,3618.00
Andhra Pradesh,CHITTOOR,2012,Rabi       ,Potato,845.00,12739.00
Andhra Pradesh,CHITTOOR,2013,Whole Year ,Potato,1297.00,22926.00
Andhra Pradesh,CHITTOOR,2014,Kharif     ,Potato,302.00,5186.00
Andhra Pradesh,CHITTOOR,2014,Rabi       ,Potato,920.00,15799.00
Andhra Pradesh,KADAPA,2010,Whole Year ,Potato,1.00,11.00
Andhra Pradesh,KADAPA,2012,Rabi       ,Potato,1.00,18.00
Andhra Pradesh,KADAPA,2014,Rabi       ,Potato,3.00,52.00
Andhra Pradesh,KURNOOL,2002,Whole Year ,Potato,1.00,5.00
Andhra Pradesh,KURNOOL,2004,Whole Year ,Potato,142.00,1406.00
Andhra Pradesh,KURNOOL,2008,Whole Year ,Potato,15.00,135.00
Andhra Pradesh,KURNOOL,2009,Whole Year ,Potato,8.00,69.00
Andhra Pradesh,KURNOOL,2010,Whole Year ,Potato,14.00,157.00
Andhra Pradesh,KURNOOL,2011,Whole Year ,Potato,32.00,321.00
Andhra Pradesh,KURNOOL,2012,Rabi       ,Potato,25.00,440.00
Andhra Pradesh,KURNOOL,2013,Whole Year ,Potato,17.00,244.00
Andhra Pradesh,KURNOOL,2014,Rabi       ,Potato,7.00,121.00
Andhra Pradesh,SPSR NELLORE,2013,Whole Year ,Potato,9.00,129.00
Andhra Pradesh,SRIKAKULAM,2000,Whole Year ,Potato,7.00,60.00
Andhra Pradesh,SRIKAKULAM,2001,Whole Year ,Potato,8.00,52.00
Andhra Pradesh,SRIKAKULAM,2014,Kharif     ,Potato,10.00,173.00
Andhra Pradesh,VISAKHAPATANAM,2000,Whole Year ,Potato,136.00,1163.00
Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Potato,173.00,1117.00
Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Potato,161.00,1398.00
Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Potato,201.00,1875.00
Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Potato,181.00,1791.00
Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Potato,138.00,1351.00
Andhra Pradesh,VISAKHAPATANAM,2006,Whole Year ,Potato,134.00,1134.00
Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Potato,95.00,857.00
Andhra Pradesh,VISAKHAPATANAM,2009,Whole Year ,Potato,36.00,311.00
Andhra Pradesh,VISAKHAPATANAM,2010,Whole Year ,Potato,96.00,1076.00
Andhra Pradesh,VISAKHAPATANAM,2011,Whole Year ,Potato,46.00,462.00
Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Potato,27.00,475.00
Andhra Pradesh,VISAKHAPATANAM,2013,Whole Year ,Potato,53.00,762.00
Andhra Pradesh,VISAKHAPATANAM,2014,Kharif     ,Potato,24.00,415.00
Andhra Pradesh,VISAKHAPATANAM,2014,Rabi       ,Potato,27.00,467.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Potato,2.00,22.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Potato,27.00,475.00
Arunachal Pradesh,ANJAW,2004,Whole Year ,Potato,86.00,688.00
Arunachal Pradesh,ANJAW,2005,Whole Year ,Potato,90.00,720.00
Arunachal Pradesh,ANJAW,2006,Whole Year ,Potato,102.00,925.00
Arunachal Pradesh,ANJAW,2007,Whole Year ,Potato,104.00,847.00
Arunachal Pradesh,ANJAW,2008,Whole Year ,Potato,115.00,936.00
Arunachal Pradesh,ANJAW,2009,Whole Year ,Potato,120.00,1080.00
Arunachal Pradesh,ANJAW,2010,Whole Year ,Potato,110.00,935.00
Arunachal Pradesh,ANJAW,2011,Whole Year ,Potato,117.00,1043.00
Arunachal Pradesh,ANJAW,2012,Whole Year ,Potato,120.00,1022.00
Arunachal Pradesh,ANJAW,2013,Whole Year ,Potato,120.00,1022.00
Arunachal Pradesh,ANJAW,2014,Whole Year ,Potato,33.00,138.00
Arunachal Pradesh,CHANGLANG,1998,Whole Year ,Potato,350.00,1650.00
Arunachal Pradesh,CHANGLANG,1999,Whole Year ,Potato,350.00,1775.00
Arunachal Pradesh,CHANGLANG,2000,Whole Year ,Potato,755.00,3238.00
Arunachal Pradesh,CHANGLANG,2001,Whole Year ,Potato,25.00,133.00
Arunachal Pradesh,CHANGLANG,2002,Whole Year ,Potato,50.00,290.00
Arunachal Pradesh,CHANGLANG,2003,Whole Year ,Potato,48.00,264.00
Arunachal Pradesh,CHANGLANG,2004,Whole Year ,Potato,104.00,959.00
Arunachal Pradesh,CHANGLANG,2005,Whole Year ,Potato,60.00,390.00
Arunachal Pradesh,CHANGLANG,2006,Whole Year ,Potato,68.00,456.00
Arunachal Pradesh,CHANGLANG,2007,Whole Year ,Potato,31.00,180.00
Arunachal Pradesh,CHANGLANG,2008,Whole Year ,Potato,20.00,120.00
Arunachal Pradesh,CHANGLANG,2009,Whole Year ,Potato,65.00,422.00
Arunachal Pradesh,CHANGLANG,2010,Whole Year ,Potato,112.00,709.00
Arunachal Pradesh,CHANGLANG,2011,Whole Year ,Potato,119.00,791.00
Arunachal Pradesh,CHANGLANG,2012,Whole Year ,Potato,105.00,683.00
Arunachal Pradesh,CHANGLANG,2013,Whole Year ,Potato,110.00,715.00
Arunachal Pradesh,CHANGLANG,2014,Whole Year ,Potato,129.00,1101.00
Arunachal Pradesh,DIBANG VALLEY,1998,Whole Year ,Potato,480.00,2400.00
Arunachal Pradesh,DIBANG VALLEY,1999,Whole Year ,Potato,490.00,2940.00
Arunachal Pradesh,DIBANG VALLEY,2000,Whole Year ,Potato,510.00,2877.00
Arunachal Pradesh,DIBANG VALLEY,2001,Whole Year ,Potato,520.00,3640.00
Arunachal Pradesh,DIBANG VALLEY,2002,Whole Year ,Potato,50.00,325.00
Arunachal Pradesh,DIBANG VALLEY,2003,Whole Year ,Potato,92.00,644.00
Arunachal Pradesh,DIBANG VALLEY,2004,Whole Year ,Potato,55.00,326.00
Arunachal Pradesh,DIBANG VALLEY,2005,Whole Year ,Potato,40.00,280.00
Arunachal Pradesh,DIBANG VALLEY,2006,Whole Year ,Potato,53.00,333.00
Arunachal Pradesh,DIBANG VALLEY,2007,Whole Year ,Potato,45.00,268.00
Arunachal Pradesh,DIBANG VALLEY,2008,Whole Year ,Potato,48.00,305.00
Arunachal Pradesh,DIBANG VALLEY,2009,Whole Year ,Potato,48.00,305.00
Arunachal Pradesh,DIBANG VALLEY,2010,Whole Year ,Potato,100.00,550.00
Arunachal Pradesh,DIBANG VALLEY,2011,Whole Year ,Potato,106.00,614.00
Arunachal Pradesh,DIBANG VALLEY,2012,Whole Year ,Potato,110.00,645.00
Arunachal Pradesh,DIBANG VALLEY,2013,Whole Year ,Potato,113.00,682.00
Arunachal Pradesh,DIBANG VALLEY,2014,Whole Year ,Potato,122.00,761.00
Arunachal Pradesh,EAST KAMENG,1998,Whole Year ,Potato,62.00,310.00
Arunachal Pradesh,EAST KAMENG,1999,Whole Year ,Potato,65.00,184.00
Arunachal Pradesh,EAST KAMENG,2000,Whole Year ,Potato,74.00,340.00
Arunachal Pradesh,EAST KAMENG,2001,Whole Year ,Potato,63.00,366.00
Arunachal Pradesh,EAST KAMENG,2002,Whole Year ,Potato,70.00,410.00
Arunachal Pradesh,EAST KAMENG,2003,Whole Year ,Potato,70.00,410.00
Arunachal Pradesh,EAST KAMENG,2005,Whole Year ,Potato,95.00,556.00
Arunachal Pradesh,EAST KAMENG,2006,Whole Year ,Potato,90.00,522.00
Arunachal Pradesh,EAST KAMENG,2007,Whole Year ,Potato,90.00,581.00
Arunachal Pradesh,EAST KAMENG,2008,Whole Year ,Potato,94.00,614.00
Arunachal Pradesh,EAST KAMENG,2009,Whole Year ,Potato,95.00,622.00
Arunachal Pradesh,EAST KAMENG,2010,Whole Year ,Potato,97.00,637.00
Arunachal Pradesh,EAST KAMENG,2011,Whole Year ,Potato,103.00,711.00
Arunachal Pradesh,EAST KAMENG,2012,Whole Year ,Potato,103.00,710.00
Arunachal Pradesh,EAST KAMENG,2013,Whole Year ,Potato,110.00,770.00
Arunachal Pradesh,EAST KAMENG,2014,Whole Year ,Potato,119.00,849.00
Arunachal Pradesh,EAST SIANG,1998,Whole Year ,Potato,350.00,3500.00
Arunachal Pradesh,EAST SIANG,1999,Whole Year ,Potato,450.00,4056.00
Arunachal Pradesh,EAST SIANG,2000,Whole Year ,Potato,500.00,4270.00
Arunachal Pradesh,EAST SIANG,2001,Whole Year ,Potato,530.00,4400.00
Arunachal Pradesh,EAST SIANG,2002,Whole Year ,Potato,570.00,4640.00
Arunachal Pradesh,EAST SIANG,2003,Whole Year ,Potato,620.00,5090.00
Arunachal Pradesh,EAST SIANG,2004,Whole Year ,Potato,520.00,4163.00
Arunachal Pradesh,EAST SIANG,2005,Whole Year ,Potato,676.00,4833.00
Arunachal Pradesh,EAST SIANG,2006,Whole Year ,Potato,676.00,4833.00
Arunachal Pradesh,EAST SIANG,2007,Whole Year ,Potato,685.00,4899.00
Arunachal Pradesh,EAST SIANG,2008,Whole Year ,Potato,707.00,5719.00
Arunachal Pradesh,EAST SIANG,2009,Whole Year ,Potato,707.00,5719.00
Arunachal Pradesh,EAST SIANG,2010,Whole Year ,Potato,742.00,6105.00
Arunachal Pradesh,EAST SIANG,2011,Whole Year ,Potato,787.00,6815.00
Arunachal Pradesh,EAST SIANG,2012,Whole Year ,Potato,875.00,5675.00
Arunachal Pradesh,EAST SIANG,2013,Whole Year ,Potato,930.00,5975.00
Arunachal Pradesh,EAST SIANG,2014,Whole Year ,Potato,944.00,6054.00
Arunachal Pradesh,KURUNG KUMEY,2002,Whole Year ,Potato,215.00,1540.00
Arunachal Pradesh,KURUNG KUMEY,2003,Whole Year ,Potato,230.00,1635.00
Arunachal Pradesh,KURUNG KUMEY,2004,Whole Year ,Potato,279.00,2784.00
Arunachal Pradesh,KURUNG KUMEY,2006,Whole Year ,Potato,292.00,2266.00
Arunachal Pradesh,KURUNG KUMEY,2007,Whole Year ,Potato,25.00,15.00
Arunachal Pradesh,KURUNG KUMEY,2008,Whole Year ,Potato,25.00,15.00
Arunachal Pradesh,KURUNG KUMEY,2009,Whole Year ,Potato,25.00,15.00
Arunachal Pradesh,KURUNG KUMEY,2010,Whole Year ,Potato,25.00,17.00
Arunachal Pradesh,KURUNG KUMEY,2011,Whole Year ,Potato,26.00,19.00
Arunachal Pradesh,KURUNG KUMEY,2012,Whole Year ,Potato,27.00,23.00
Arunachal Pradesh,KURUNG KUMEY,2013,Whole Year ,Potato,14.00,119.00
Arunachal Pradesh,KURUNG KUMEY,2014,Whole Year ,Potato,20.00,191.00
Arunachal Pradesh,LOHIT,1998,Whole Year ,Potato,607.00,5099.00
Arunachal Pradesh,LOHIT,1999,Whole Year ,Potato,615.00,5500.00
Arunachal Pradesh,LOHIT,2000,Whole Year ,Potato,650.00,6240.00
Arunachal Pradesh,LOHIT,2001,Whole Year ,Potato,620.00,5084.00
Arunachal Pradesh,LOHIT,2002,Whole Year ,Potato,630.00,5166.00
Arunachal Pradesh,LOHIT,2003,Whole Year ,Potato,580.00,4756.00
Arunachal Pradesh,LOHIT,2004,Whole Year ,Potato,125.00,1000.00
Arunachal Pradesh,LOHIT,2005,Whole Year ,Potato,795.00,6598.00
Arunachal Pradesh,LOHIT,2006,Whole Year ,Potato,625.00,5719.00
Arunachal Pradesh,LOHIT,2007,Whole Year ,Potato,620.00,5704.00
Arunachal Pradesh,LOHIT,2008,Whole Year ,Potato,682.00,6295.00
Arunachal Pradesh,LOHIT,2009,Whole Year ,Potato,705.00,6627.00
Arunachal Pradesh,LOHIT,2010,Whole Year ,Potato,732.00,6881.00
Arunachal Pradesh,LOHIT,2011,Whole Year ,Potato,778.00,7681.00
Arunachal Pradesh,LOHIT,2012,Whole Year ,Potato,860.00,7740.00
Arunachal Pradesh,LOHIT,2013,Whole Year ,Potato,863.00,8025.00
Arunachal Pradesh,LOHIT,2014,Whole Year ,Potato,872.00,8104.00
Arunachal Pradesh,LONGDING,2013,Whole Year ,Potato,32.00,86.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2002,Whole Year ,Potato,76.00,608.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2003,Whole Year ,Potato,100.00,800.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2004,Whole Year ,Potato,50.00,335.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2005,Whole Year ,Potato,140.00,1120.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2006,Whole Year ,Potato,140.00,1120.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2007,Whole Year ,Potato,288.00,2304.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2008,Whole Year ,Potato,295.00,2360.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2009,Whole Year ,Potato,301.00,2408.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2010,Whole Year ,Potato,310.00,2480.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2011,Whole Year ,Potato,329.00,2768.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2012,Whole Year ,Potato,375.00,3000.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2013,Whole Year ,Potato,375.00,3000.00
Arunachal Pradesh,LOWER DIBANG VALLEY,2014,Whole Year ,Potato,384.00,3079.00
Arunachal Pradesh,LOWER SUBANSIRI,1998,Whole Year ,Potato,150.00,1170.00
Arunachal Pradesh,LOWER SUBANSIRI,1999,Whole Year ,Potato,760.00,5016.00
Arunachal Pradesh,LOWER SUBANSIRI,2000,Whole Year ,Potato,775.00,5270.00
Arunachal Pradesh,LOWER SUBANSIRI,2001,Whole Year ,Potato,170.00,1450.00
Arunachal Pradesh,LOWER SUBANSIRI,2002,Whole Year ,Potato,550.00,3898.00
Arunachal Pradesh,LOWER SUBANSIRI,2003,Whole Year ,Potato,254.00,2537.00
Arunachal Pradesh,LOWER SUBANSIRI,2004,Whole Year ,Potato,186.00,1509.00
Arunachal Pradesh,LOWER SUBANSIRI,2005,Whole Year ,Potato,347.00,3517.00
Arunachal Pradesh,LOWER SUBANSIRI,2006,Whole Year ,Potato,354.00,3587.00
Arunachal Pradesh,LOWER SUBANSIRI,2007,Whole Year ,Potato,356.00,3863.00
Arunachal Pradesh,LOWER SUBANSIRI,2008,Whole Year ,Potato,374.00,4056.00
Arunachal Pradesh,LOWER SUBANSIRI,2009,Whole Year ,Potato,389.00,4218.00
Arunachal Pradesh,LOWER SUBANSIRI,2010,Whole Year ,Potato,313.00,2821.00
Arunachal Pradesh,LOWER SUBANSIRI,2011,Whole Year ,Potato,332.00,3149.00
Arunachal Pradesh,LOWER SUBANSIRI,2012,Whole Year ,Potato,333.00,3159.00
Arunachal Pradesh,LOWER SUBANSIRI,2013,Whole Year ,Potato,335.00,3183.00
Arunachal Pradesh,LOWER SUBANSIRI,2014,Whole Year ,Potato,344.00,3262.00
Arunachal Pradesh,NAMSAI,2014,Whole Year ,Potato,119.00,794.00
Arunachal Pradesh,PAPUM PARE,1998,Whole Year ,Potato,80.00,532.00
Arunachal Pradesh,PAPUM PARE,1999,Whole Year ,Potato,90.00,560.00
Arunachal Pradesh,PAPUM PARE,2000,Whole Year ,Potato,80.00,570.00
Arunachal Pradesh,PAPUM PARE,2001,Whole Year ,Potato,88.00,627.00
Arunachal Pradesh,PAPUM PARE,2002,Whole Year ,Potato,83.00,630.00
Arunachal Pradesh,PAPUM PARE,2003,Whole Year ,Potato,74.00,684.00
Arunachal Pradesh,PAPUM PARE,2004,Whole Year ,Potato,647.00,4630.00
Arunachal Pradesh,PAPUM PARE,2005,Whole Year ,Potato,200.00,1840.00
Arunachal Pradesh,PAPUM PARE,2006,Whole Year ,Potato,210.00,1890.00
Arunachal Pradesh,PAPUM PARE,2007,Whole Year ,Potato,205.00,1650.00
Arunachal Pradesh,PAPUM PARE,2008,Whole Year ,Potato,200.00,1820.00
Arunachal Pradesh,PAPUM PARE,2009,Whole Year ,Potato,220.00,2112.00
Arunachal Pradesh,PAPUM PARE,2010,Whole Year ,Potato,224.00,2217.00
Arunachal Pradesh,PAPUM PARE,2011,Whole Year ,Potato,238.00,2475.00
Arunachal Pradesh,PAPUM PARE,2012,Whole Year ,Potato,271.00,2540.00
Arunachal Pradesh,PAPUM PARE,2013,Whole Year ,Potato,280.00,2968.00
Arunachal Pradesh,PAPUM PARE,2014,Whole Year ,Potato,280.00,3047.00
Arunachal Pradesh,TAWANG,1998,Whole Year ,Potato,1303.00,6515.00
Arunachal Pradesh,TAWANG,1999,Whole Year ,Potato,1345.00,6725.00
Arunachal Pradesh,TAWANG,2000,Whole Year ,Potato,1405.00,7195.00
Arunachal Pradesh,TAWANG,2001,Whole Year ,Potato,1100.00,5500.00
Arunachal Pradesh,TAWANG,2002,Whole Year ,Potato,1110.00,5550.00
Arunachal Pradesh,TAWANG,2003,Whole Year ,Potato,1010.00,5555.00
Arunachal Pradesh,TAWANG,2004,Whole Year ,Potato,808.00,4444.00
Arunachal Pradesh,TAWANG,2005,Whole Year ,Potato,600.00,3600.00
Arunachal Pradesh,TAWANG,2006,Whole Year ,Potato,500.00,3250.00
Arunachal Pradesh,TAWANG,2007,Whole Year ,Potato,500.00,3250.00
Arunachal Pradesh,TAWANG,2008,Whole Year ,Potato,460.00,5060.00
Arunachal Pradesh,TAWANG,2009,Whole Year ,Potato,448.00,4928.00
Arunachal Pradesh,TAWANG,2010,Whole Year ,Potato,450.00,4050.00
Arunachal Pradesh,TAWANG,2011,Whole Year ,Potato,477.00,4521.00
Arunachal Pradesh,TAWANG,2012,Whole Year ,Potato,455.00,4550.00
Arunachal Pradesh,TAWANG,2013,Whole Year ,Potato,455.00,4550.00
Arunachal Pradesh,TAWANG,2014,Whole Year ,Potato,464.00,4629.00
Arunachal Pradesh,TIRAP,1998,Whole Year ,Potato,45.00,271.00
Arunachal Pradesh,TIRAP,1999,Whole Year ,Potato,40.00,280.00
Arunachal Pradesh,TIRAP,2000,Whole Year ,Potato,52.00,280.00
Arunachal Pradesh,TIRAP,2001,Whole Year ,Potato,50.00,300.00
Arunachal Pradesh,TIRAP,2002,Whole Year ,Potato,52.00,307.00
Arunachal Pradesh,TIRAP,2003,Whole Year ,Potato,55.00,325.00
Arunachal Pradesh,TIRAP,2004,Whole Year ,Potato,350.00,301.00
Arunachal Pradesh,TIRAP,2005,Whole Year ,Potato,55.00,327.00
Arunachal Pradesh,TIRAP,2006,Whole Year ,Potato,55.00,326.00
Arunachal Pradesh,TIRAP,2007,Whole Year ,Potato,55.00,208.00
Arunachal Pradesh,TIRAP,2008,Whole Year ,Potato,42.00,214.00
Arunachal Pradesh,TIRAP,2009,Whole Year ,Potato,30.00,122.00
Arunachal Pradesh,TIRAP,2010,Whole Year ,Potato,35.00,144.00
Arunachal Pradesh,TIRAP,2011,Whole Year ,Potato,38.00,161.00
Arunachal Pradesh,TIRAP,2012,Whole Year ,Potato,40.00,100.00
Arunachal Pradesh,TIRAP,2013,Whole Year ,Potato,22.00,59.00
Arunachal Pradesh,TIRAP,2014,Whole Year ,Potato,43.00,165.00
Arunachal Pradesh,UPPER SIANG,1998,Whole Year ,Potato,60.00,480.00
Arunachal Pradesh,UPPER SIANG,1999,Whole Year ,Potato,65.00,273.00
Arunachal Pradesh,UPPER SIANG,2000,Whole Year ,Potato,5.00,40.00
Arunachal Pradesh,UPPER SIANG,2001,Whole Year ,Potato,50.00,250.00
Arunachal Pradesh,UPPER SIANG,2002,Whole Year ,Potato,55.00,260.00
Arunachal Pradesh,UPPER SIANG,2003,Whole Year ,Potato,55.00,260.00
Arunachal Pradesh,UPPER SIANG,2004,Whole Year ,Potato,26.00,144.00
Arunachal Pradesh,UPPER SIANG,2005,Whole Year ,Potato,75.00,375.00
Arunachal Pradesh,UPPER SIANG,2006,Whole Year ,Potato,80.00,400.00
Arunachal Pradesh,UPPER SIANG,2007,Whole Year ,Potato,85.00,425.00
Arunachal Pradesh,UPPER SIANG,2008,Whole Year ,Potato,90.00,550.00
Arunachal Pradesh,UPPER SIANG,2009,Whole Year ,Potato,120.00,960.00
Arunachal Pradesh,UPPER SIANG,2010,Whole Year ,Potato,120.00,960.00
Arunachal Pradesh,UPPER SIANG,2011,Whole Year ,Potato,127.00,1072.00
Arunachal Pradesh,UPPER SIANG,2012,Whole Year ,Potato,125.00,1063.00
Arunachal Pradesh,UPPER SIANG,2013,Whole Year ,Potato,140.00,1204.00
Arunachal Pradesh,UPPER SIANG,2014,Whole Year ,Potato,149.00,1283.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Whole Year ,Potato,749.00,4980.00
Arunachal Pradesh,UPPER SUBANSIRI,2000,Whole Year ,Potato,185.00,1578.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Whole Year ,Potato,800.00,6000.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Whole Year ,Potato,180.00,1503.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Whole Year ,Potato,185.00,1508.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Whole Year ,Potato,259.00,1583.00
Arunachal Pradesh,UPPER SUBANSIRI,2005,Whole Year ,Potato,190.00,1240.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Whole Year ,Potato,187.00,2240.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Whole Year ,Potato,101.00,1420.00
Arunachal Pradesh,UPPER SUBANSIRI,2008,Whole Year ,Potato,189.00,1283.00
Arunachal Pradesh,UPPER SUBANSIRI,2009,Whole Year ,Potato,215.00,1460.00
Arunachal Pradesh,UPPER SUBANSIRI,2010,Whole Year ,Potato,198.00,1749.00
Arunachal Pradesh,UPPER SUBANSIRI,2011,Whole Year ,Potato,210.00,1952.00
Arunachal Pradesh,UPPER SUBANSIRI,2012,Whole Year ,Potato,220.00,2081.00
Arunachal Pradesh,UPPER SUBANSIRI,2013,Whole Year ,Potato,225.00,2346.00
Arunachal Pradesh,UPPER SUBANSIRI,2014,Whole Year ,Potato,234.00,2425.00
Arunachal Pradesh,WEST KAMENG,1998,Whole Year ,Potato,370.00,3390.00
Arunachal Pradesh,WEST KAMENG,1999,Whole Year ,Potato,450.00,3000.00
Arunachal Pradesh,WEST KAMENG,2000,Whole Year ,Potato,390.00,3510.00
Arunachal Pradesh,WEST KAMENG,2001,Whole Year ,Potato,390.00,3510.00
Arunachal Pradesh,WEST KAMENG,2002,Whole Year ,Potato,390.00,3510.00
Arunachal Pradesh,WEST KAMENG,2003,Whole Year ,Potato,395.00,3555.00
Arunachal Pradesh,WEST KAMENG,2004,Whole Year ,Potato,372.00,2902.00
Arunachal Pradesh,WEST KAMENG,2005,Whole Year ,Potato,341.00,2899.00
Arunachal Pradesh,WEST KAMENG,2006,Whole Year ,Potato,259.00,2021.00
Arunachal Pradesh,WEST KAMENG,2007,Whole Year ,Potato,343.00,1544.00
Arunachal Pradesh,WEST KAMENG,2008,Whole Year ,Potato,390.00,1958.00
Arunachal Pradesh,WEST KAMENG,2009,Whole Year ,Potato,402.00,3256.00
Arunachal Pradesh,WEST KAMENG,2010,Whole Year ,Potato,403.00,3260.00
Arunachal Pradesh,WEST KAMENG,2011,Whole Year ,Potato,428.00,3639.00
Arunachal Pradesh,WEST KAMENG,2012,Whole Year ,Potato,403.00,3260.00
Arunachal Pradesh,WEST KAMENG,2013,Whole Year ,Potato,404.00,3265.00
Arunachal Pradesh,WEST KAMENG,2014,Whole Year ,Potato,420.00,3344.00
Arunachal Pradesh,WEST SIANG,1998,Whole Year ,Potato,240.00,1270.00
Arunachal Pradesh,WEST SIANG,1999,Whole Year ,Potato,240.00,2125.00
Arunachal Pradesh,WEST SIANG,2000,Whole Year ,Potato,240.00,1335.00
Arunachal Pradesh,WEST SIANG,2001,Whole Year ,Potato,240.00,1375.00
Arunachal Pradesh,WEST SIANG,2002,Whole Year ,Potato,254.00,1546.00
Arunachal Pradesh,WEST SIANG,2003,Whole Year ,Potato,254.00,1546.00
Arunachal Pradesh,WEST SIANG,2004,Whole Year ,Potato,350.00,1750.00
Arunachal Pradesh,WEST SIANG,2005,Whole Year ,Potato,259.00,1543.00
Arunachal Pradesh,WEST SIANG,2006,Whole Year ,Potato,294.00,1801.00
Arunachal Pradesh,WEST SIANG,2007,Whole Year ,Potato,310.00,2015.00
Arunachal Pradesh,WEST SIANG,2008,Whole Year ,Potato,332.00,2100.00
Arunachal Pradesh,WEST SIANG,2009,Whole Year ,Potato,345.00,2195.00
Arunachal Pradesh,WEST SIANG,2010,Whole Year ,Potato,363.00,2317.00
Arunachal Pradesh,WEST SIANG,2011,Whole Year ,Potato,385.00,2589.00
Arunachal Pradesh,WEST SIANG,2012,Whole Year ,Potato,395.00,2621.00
Arunachal Pradesh,WEST SIANG,2013,Whole Year ,Potato,405.00,2695.00
Arunachal Pradesh,WEST SIANG,2014,Whole Year ,Potato,414.00,2774.00
Assam,BAKSA,2005,Whole Year ,Potato,3501.00,17666.00
Assam,BAKSA,2006,Whole Year ,Potato,4763.00,30926.00
Assam,BAKSA,2007,Whole Year ,Potato,4535.00,34763.00
Assam,BAKSA,2008,Whole Year ,Potato,5049.00,31571.00
Assam,BAKSA,2009,Whole Year ,Potato,4782.00,28022.00
Assam,BAKSA,2010,Whole Year ,Potato,3750.00,25359.00
Assam,BAKSA,2011,Whole Year ,Potato,3237.00,18544.00
Assam,BAKSA,2012,Whole Year ,Potato,4200.00,32759.00
Assam,BAKSA,2013,Whole Year ,Potato,4205.00,19430.00
Assam,BAKSA,2014,Whole Year ,Potato,4250.00,23506.00
Assam,BARPETA,1997,Whole Year ,Potato,10610.00,165586.00
Assam,BARPETA,1998,Whole Year ,Potato,10990.00,120458.00
Assam,BARPETA,1999,Whole Year ,Potato,8920.00,122678.00
Assam,BARPETA,2000,Whole Year ,Potato,10675.00,113940.00
Assam,BARPETA,2001,Whole Year ,Potato,10805.00,94244.00
Assam,BARPETA,2002,Whole Year ,Potato,8750.00,73993.00
